place_id,name,address,lat,lng,rating,rating_total,zipcode,weekday,Total Business Hour,frequent words,negative_mean,neutral_mean,positive_mean,compound_mean,negative_std,neutral_std,positive_std,compound_std
ChIJ5e4126f89c25c2887aec,Mountainside Fitness - Paradise Valley,"12635 N Tatum Blvd, Phoenix, AZ 85032, United States",33.6119,-111.9779,4.6,534,85032,"['Monday: 4:00 AM – 10:00 PM', 'Tuesday: 4:00 AM – 10:00 PM', 'Wednesday: 4:00 AM – 10:00 PM', 'Thursday: 4:00 AM – 10:00 PM', 'Friday: 4:00 AM – 9:00 PM', 'Saturday: 5:00 AM – 8:00 PM', 'Sunday: 5:00 AM – 8:00 PM']",121,"[('staff', 113), ('classes', 51), ('equipment', 46), ('clean', 45), ('trainers', 40), ('area', 39), ('incredible', 38), ('spacious', 32), ('workout', 32), ('welcoming', 30), ('weights', 30), ('helpful', 28), ('community', 26), ('stars', 24), ('friendly', 23), ('encouraging', 23), ('professional', 22), ('ve', 22), ('supportive', 22), ('free', 22), ('facility', 21), ('atmosphere', 21), ('experience', 20), ('pool', 20), ('excellent', 20), ('locker', 20), ('rooms', 20), ('machines', 19), ('knowledgeable', 18), ('amenities', 18), ('cardio', 18), ('modern', 18), ('customer', 17), ('service', 17), ('worth', 16), ('treadmills', 16), ('hours', 16), ('maintenance', 15), ('layout', 15), ('training', 15), ('schedule', 15), ('studio', 15), ('motivating', 15), ('fantastic', 14), ('membership', 14), ('variety', 14), ('parking', 13), ('sauna', 13), ('notch', 12), ('highly', 12), ('price', 12), ('phenomenal', 12), ('perfect', 12), ('space', 12), ('selection', 12), ('music', 11), ('location', 11), ('facilities', 10), ('vibe', 10), ('absolutely', 10), ('cleanest', 10), ('brand', 10), ('major', 9), ('advertise', 9), ('maintained', 9), ('penny', 9), ('premium', 9), ('decision', 9), ('joining', 9), ('terrible', 9), ('years', 9), ('outdated', 8), ('member', 8), ('counting', 8), ('fine', 8), ('switched', 8), ('average', 7), ('hands', 7), ('vibes', 7), ('money', 7), ('fair', 7), ('train', 7), ('environment', 7), ('options', 7), ('endless', 7), ('standard', 6), ('bad', 6), ('job', 6), ('ready', 6), ('super', 5), ('broken', 5), ('smells', 5), ('middle', 5), ('road', 5), ('crowded', 5), ('serviceable', 5), ('cramped', 4), ('replacing', 4), ('rude', 4), ('disappointing', 4), ('alright', 4), ('peak', 4), ('decent', 3), ('messy', 3), ('special', 3), ('acceptable', 3), ('disappointed', 3), ('dirty', 3), ('doesn', 3), ('care', 3), ('updated', 3), ('greeting', 3), ('members', 3), ('unprofessional', 3), ('reasonable', 3), ('adequate', 3), ('months', 2), ('couple', 2), ('pay', 2), ('room', 2), ('improvement', 2), ('outstanding', 2), ('unhelpful', 2), ('updates', 1), ('keeping', 1), ('worst', 1), ('opened', 1), ('overcrowded', 1), ('won', 1), ('budget', 1), ('offering', 1), ('tips', 1)]",0.031408,0.624184,0.34438799999999997,0.6747604,0.09949011341166855,0.12226233458359656,0.15412545565324787,0.44013740241412735
ChIJ883638bf67f53192707b,Independence Gym,"1301 E Washington St, Phoenix, AZ 85034, United States",33.4479,-112.0549,4.9,247,85034,"['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 8:00 PM', 'Saturday: 7:00 AM – 4:00 PM', 'Sunday: 7:00 AM – 2:00 PM']",89,"[('staff', 106), ('classes', 61), ('equipment', 50), ('incredible', 44), ('clean', 44), ('helpful', 38), ('area', 35), ('workout', 34), ('weights', 29), ('spacious', 29), ('supportive', 28), ('fantastic', 27), ('experience', 26), ('ve', 26), ('atmosphere', 25), ('modern', 24), ('knowledgeable', 24), ('community', 23), ('machines', 21), ('motivating', 21), ('stars', 21), ('price', 21), ('variety', 20), ('friendly', 20), ('facility', 20), ('trainers', 20), ('decision', 20), ('joining', 20), ('professional', 19), ('sauna', 18), ('maintenance', 18), ('training', 17), ('treadmills', 17), ('welcoming', 16), ('locker', 16), ('rooms', 16), ('encouraging', 16), ('excellent', 16), ('hours', 15), ('switched', 15), ('parking', 15), ('membership', 14), ('layout', 14), ('worth', 14), ('studio', 14), ('space', 13), ('customer', 13), ('service', 13), ('cardio', 12), ('schedule', 12), ('member', 12), ('counting', 12), ('pool', 12), ('vibe', 12), ('super', 12), ('facilities', 11), ('location', 11), ('ready', 11), ('music', 11), ('penny', 11), ('premium', 11), ('amenities', 11), ('phenomenal', 10), ('absolutely', 10), ('train', 9), ('environment', 9), ('options', 9), ('endless', 9), ('selection', 9), ('terrible', 9), ('hands', 9), ('vibes', 9), ('perfect', 8), ('notch', 8), ('highly', 8), ('free', 8), ('maintained', 8), ('months', 7), ('outdated', 6), ('cleanest', 5), ('brand', 5), ('overcrowded', 5), ('won', 5), ('broken', 5), ('smells', 5), ('bad', 5), ('opened', 5), ('years', 4), ('making', 4), ('major', 4), ('advertise', 4), ('standard', 3), ('disappointed', 3), ('dirty', 3), ('doesn', 3), ('care', 3), ('money', 3), ('unprofessional', 3), ('messy', 3), ('adequate', 2), ('outstanding', 2), ('average', 2), ('fair', 2), ('unhelpful', 2), ('offering', 2), ('tips', 2), ('disappointing', 2), ('job', 2), ('decent', 2), ('rude', 2), ('fine', 1), ('couple', 1), ('replacing', 1), ('greeting', 1), ('members', 1), ('cramped', 1), ('updated', 1), ('special', 1), ('middle', 1), ('road', 1), ('crowded', 1), ('serviceable', 1)]",0.02748582995951417,0.6133036437246964,0.3592064777327935,0.7163076923076923,0.09685828429937277,0.10913190770508974,0.14659166323575884,0.42944379737421934
ChIJ1be42b8d8e2ff8008f8e,F45 Training - North Phoenix,"2501 W Happy Valley Rd #26, Phoenix, AZ 85085, United States",33.7128,-112.106,4.9,156,85085,"['Monday: 5:00 AM – 7:00 PM', 'Tuesday: 5:00 AM – 7:00 PM', 'Wednesday: 5:00 AM – 7:00 PM', 'Thursday: 5:00 AM – 7:00 PM', 'Friday: 5:00 AM – 6:00 PM', 'Saturday: 6:30 AM – 10:30 AM', 'Sunday: 6:30 AM – 10:30 AM']",73,"[('staff', 75), ('classes', 34), ('equipment', 33), ('clean', 27), ('ve', 27), ('helpful', 25), ('spacious', 24), ('weights', 24), ('incredible', 22), ('trainers', 20), ('atmosphere', 19), ('area', 19), ('free', 19), ('excellent', 18), ('professional', 18), ('facility', 16), ('workout', 15), ('hours', 15), ('encouraging', 15), ('fantastic', 14), ('parking', 14), ('welcoming', 14), ('friendly', 13), ('motivating', 13), ('stars', 13), ('modern', 13), ('pool', 12), ('maintenance', 12), ('knowledgeable', 12), ('sauna', 12), ('supportive', 12), ('locker', 11), ('rooms', 11), ('variety', 10), ('experience', 10), ('train', 10), ('environment', 10), ('options', 10), ('endless', 10), ('location', 10), ('super', 9), ('ready', 9), ('cleanest', 9), ('brand', 9), ('hands', 9), ('vibes', 9), ('worth', 9), ('studio', 8), ('absolutely', 8), ('facilities', 8), ('vibe', 8), ('community', 8), ('schedule', 8), ('amenities', 8), ('music', 8), ('training', 8), ('selection', 8), ('years', 7), ('switched', 7), ('penny', 7), ('machines', 7), ('premium', 7), ('maintained', 7), ('perfect', 6), ('membership', 6), ('treadmills', 6), ('phenomenal', 6), ('decent', 5), ('notch', 5), ('highly', 5), ('space', 5), ('layout', 5), ('customer', 5), ('service', 5), ('decision', 5), ('joining', 5), ('price', 5), ('cardio', 4), ('standard', 4), ('fine', 4), ('bad', 3), ('adequate', 3), ('couple', 3), ('terrible', 3), ('alright', 3), ('peak', 3), ('member', 3), ('counting', 3), ('major', 3), ('advertise', 3), ('budget', 2), ('disappointed', 2), ('dirty', 2), ('doesn', 2), ('care', 2), ('keeping', 2), ('money', 2), ('outdated', 2), ('offering', 2), ('tips', 2), ('updates', 2), ('reasonable', 2), ('rude', 2), ('greeting', 1), ('members', 1), ('pay', 1), ('room', 1), ('improvement', 1), ('broken', 1), ('smells', 1), ('disappointing', 1), ('outstanding', 1), ('middle', 1), ('road', 1), ('crowded', 1), ('serviceable', 1), ('unhelpful', 1), ('making', 1), ('opened', 1), ('unprofessional', 1), ('fair', 1)]",0.016384615384615386,0.6075512820512821,0.3760769230769231,0.7548044871794871,0.07203811370588994,0.12078123625217536,0.14225862583797924,0.3418298615361155
ChIJba77aad19451969e8535,Planet Fitness - Maryvale,"5150 W Indian School Rd, Phoenix, AZ 85031, United States",33.4952,-112.144,4.0,1234,85031,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: 12:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 7:00 PM', 'Sunday: 7:00 AM – 7:00 PM']",134,"[('staff', 103), ('classes', 57), ('equipment', 45), ('trainers', 33), ('weights', 32), ('area', 31), ('experience', 31), ('ve', 29), ('clean', 27), ('incredible', 27), ('facility', 27), ('helpful', 25), ('workout', 25), ('community', 25), ('spacious', 23), ('terrible', 23), ('supportive', 22), ('motivating', 21), ('hours', 21), ('machines', 20), ('atmosphere', 20), ('worth', 19), ('welcoming', 19), ('encouraging', 18), ('training', 18), ('studio', 18), ('locker', 18), ('rooms', 18), ('fantastic', 18), ('excellent', 18), ('cardio', 17), ('free', 16), ('treadmills', 16), ('location', 16), ('layout', 16), ('professional', 16), ('knowledgeable', 16), ('schedule', 15), ('amenities', 15), ('outdated', 14), ('vibe', 14), ('average', 14), ('price', 13), ('selection', 13), ('space', 13), ('major', 12), ('advertise', 12), ('stars', 12), ('maintenance', 12), ('variety', 12), ('super', 12), ('decision', 11), ('joining', 11), ('penny', 11), ('premium', 11), ('adequate', 11), ('customer', 11), ('service', 11), ('music', 11), ('sauna', 11), ('decent', 11), ('pool', 10), ('fair', 10), ('cleanest', 10), ('brand', 10), ('absolutely', 10), ('modern', 10), ('overcrowded', 9), ('won', 9), ('broken', 9), ('smells', 9), ('bad', 9), ('fine', 9), ('notch', 9), ('highly', 9), ('membership', 9), ('replacing', 9), ('switched', 8), ('money', 8), ('maintained', 8), ('train', 8), ('environment', 8), ('options', 8), ('endless', 8), ('parking', 8), ('friendly', 7), ('perfect', 7), ('pay', 7), ('room', 7), ('improvement', 7), ('job', 7), ('hands', 7), ('vibes', 7), ('years', 7), ('disappointed', 7), ('dirty', 7), ('doesn', 7), ('care', 7), ('cramped', 6), ('standard', 6), ('reasonable', 6), ('messy', 6), ('member', 6), ('counting', 6), ('offering', 6), ('tips', 6), ('couple', 6), ('months', 6), ('unprofessional', 5), ('ready', 5), ('alright', 5), ('peak', 5), ('updated', 5), ('middle', 5), ('road', 5), ('crowded', 5), ('serviceable', 5), ('disappointing', 5), ('outstanding', 4), ('unhelpful', 4), ('greeting', 4), ('members', 4), ('phenomenal', 4), ('acceptable', 4), ('facilities', 4), ('worst', 3), ('updates', 2), ('special', 2), ('keeping', 2), ('opened', 1)]",0.058816,0.63958,0.301604,0.5303515999999999,0.12625224219250344,0.1265615538290777,0.1738816219668753,0.5601176062836409
ChIJb530c074fcca67716767,Mountainside Fitness - Chase Field,"300 E Jefferson St, Phoenix, AZ 85004, United States",33.4455,-112.0667,4.4,423,85004,"['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 8:00 PM', 'Saturday: 6:00 AM – 6:00 PM', 'Sunday: 7:00 AM – 4:00 PM']",95,"[('staff', 120), ('classes', 46), ('equipment', 41), ('clean', 40), ('workout', 36), ('weights', 33), ('helpful', 33), ('incredible', 33), ('ve', 31), ('trainers', 31), ('atmosphere', 31), ('area', 29), ('spacious', 27), ('sauna', 26), ('modern', 25), ('knowledgeable', 24), ('facility', 24), ('community', 24), ('excellent', 23), ('experience', 23), ('supportive', 23), ('friendly', 22), ('stars', 21), ('professional', 20), ('machines', 20), ('amenities', 19), ('welcoming', 19), ('motivating', 19), ('pool', 19), ('customer', 18), ('service', 18), ('free', 16), ('encouraging', 16), ('cardio', 16), ('locker', 16), ('rooms', 16), ('location', 15), ('studio', 15), ('training', 15), ('worth', 14), ('ready', 14), ('vibe', 14), ('variety', 14), ('membership', 14), ('space', 14), ('parking', 13), ('fantastic', 13), ('maintained', 13), ('facilities', 12), ('super', 12), ('member', 12), ('counting', 12), ('schedule', 12), ('absolutely', 11), ('maintenance', 11), ('penny', 11), ('premium', 11), ('perfect', 11), ('music', 11), ('layout', 11), ('hands', 10), ('treadmills', 10), ('vibes', 10), ('switched', 10), ('selection', 10), ('price', 9), ('cleanest', 9), ('brand', 9), ('months', 8), ('years', 8), ('decision', 8), ('joining', 8), ('fair', 8), ('notch', 8), ('highly', 8), ('adequate', 7), ('average', 7), ('acceptable', 7), ('bad', 7), ('hours', 7), ('job', 6), ('offering', 6), ('tips', 6), ('standard', 6), ('phenomenal', 6), ('worst', 6), ('broken', 6), ('smells', 6), ('updated', 5), ('train', 5), ('environment', 5), ('options', 5), ('endless', 5), ('decent', 5), ('fine', 5), ('major', 5), ('advertise', 5), ('couple', 4), ('outstanding', 4), ('outdated', 4), ('terrible', 4), ('unhelpful', 4), ('middle', 3), ('road', 3), ('crowded', 3), ('serviceable', 3), ('updates', 3), ('money', 3), ('opened', 3), ('rude', 3), ('disappointed', 2), ('dirty', 2), ('doesn', 2), ('care', 2), ('pay', 2), ('room', 2), ('improvement', 2), ('making', 2), ('disappointing', 2), ('cramped', 2), ('greeting', 2), ('members', 2), ('unprofessional', 2), ('replacing', 2), ('reasonable', 2), ('keeping', 2), ('alright', 1), ('peak', 1), ('overcrowded', 1), ('won', 1), ('budget', 1), ('special', 1), ('messy', 1)]",0.025932,0.6145320000000001,0.35954,0.7099912,0.08815621047766938,0.11907188345583046,0.14560079245337998,0.3971964651027504
ChIJ70e7273cebdb403b21cc,Esporta Fitness,"3435 W Thunderbird Rd, Phoenix, AZ 85053, United States",33.6094,-112.1213,3.8,567,85053,"['Monday: 5:00 AM – 10:00 PM', 'Tuesday: 5:00 AM – 10:00 PM', 'Wednesday: 5:00 AM – 10:00 PM', 'Thursday: 5:00 AM – 10:00 PM', 'Friday: 5:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 7:00 PM', 'Sunday: 7:00 AM – 7:00 PM']",113,"[('staff', 116), ('experience', 45), ('area', 40), ('terrible', 35), ('classes', 35), ('incredible', 33), ('weights', 30), ('equipment', 30), ('trainers', 29), ('training', 26), ('facility', 26), ('workout', 24), ('ve', 23), ('encouraging', 23), ('community', 23), ('hours', 22), ('parking', 22), ('location', 21), ('locker', 20), ('rooms', 20), ('schedule', 20), ('overcrowded', 20), ('won', 20), ('music', 19), ('welcoming', 18), ('modern', 18), ('studio', 18), ('supportive', 18), ('customer', 17), ('service', 17), ('bad', 17), ('cardio', 17), ('helpful', 17), ('pool', 17), ('clean', 16), ('variety', 16), ('fantastic', 16), ('broken', 15), ('smells', 15), ('major', 15), ('advertise', 15), ('worth', 15), ('spacious', 15), ('messy', 15), ('motivating', 15), ('disappointed', 15), ('dirty', 15), ('doesn', 15), ('care', 15), ('free', 15), ('decent', 15), ('treadmills', 14), ('amenities', 14), ('atmosphere', 14), ('maintenance', 13), ('layout', 13), ('membership', 13), ('ready', 12), ('excellent', 12), ('train', 12), ('environment', 12), ('options', 12), ('endless', 12), ('outdated', 11), ('space', 11), ('cleanest', 11), ('brand', 11), ('professional', 11), ('sauna', 11), ('knowledgeable', 11), ('vibe', 11), ('price', 11), ('friendly', 10), ('unprofessional', 10), ('fine', 10), ('rude', 9), ('money', 9), ('machines', 9), ('notch', 9), ('highly', 9), ('standard', 8), ('stars', 8), ('fair', 8), ('facilities', 8), ('disappointing', 8), ('alright', 8), ('peak', 8), ('job', 7), ('absolutely', 7), ('hands', 7), ('vibes', 7), ('decision', 7), ('joining', 7), ('adequate', 6), ('reasonable', 6), ('penny', 6), ('premium', 6), ('member', 6), ('counting', 6), ('perfect', 6), ('phenomenal', 5), ('average', 5), ('cramped', 5), ('updates', 5), ('super', 5), ('pay', 5), ('room', 5), ('improvement', 5), ('maintained', 5), ('worst', 4), ('acceptable', 4), ('months', 4), ('special', 4), ('unhelpful', 4), ('outstanding', 3), ('middle', 3), ('road', 3), ('crowded', 3), ('serviceable', 3), ('updated', 3), ('selection', 3), ('years', 3), ('greeting', 2), ('members', 2), ('couple', 2), ('replacing', 2), ('budget', 2), ('offering', 1), ('tips', 1), ('switched', 1), ('keeping', 1)]",0.10178,0.632676,0.265544,0.3669392,0.16167557504541327,0.11978559755465638,0.18956087509151734,0.6747481617838484
ChIJf9d75a6a6e1f46d13be7,LUXE Health Club,"1620 N 7th Ave, Phoenix, AZ 85007, United States",33.4605,-112.0833,4.7,98,85007,"['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 7:00 PM', 'Saturday: 7:00 AM – 2:00 PM', 'Sunday: 8:00 AM – 12:00 PM']",84,"[('staff', 47), ('classes', 18), ('incredible', 17), ('area', 16), ('helpful', 15), ('friendly', 15), ('weights', 14), ('atmosphere', 14), ('equipment', 13), ('ve', 13), ('spacious', 12), ('motivating', 11), ('facility', 11), ('workout', 11), ('supportive', 11), ('clean', 10), ('trainers', 10), ('pool', 10), ('excellent', 10), ('experience', 10), ('knowledgeable', 10), ('fantastic', 9), ('member', 9), ('counting', 9), ('absolutely', 9), ('training', 8), ('welcoming', 8), ('parking', 8), ('music', 8), ('price', 8), ('machines', 7), ('modern', 7), ('free', 7), ('community', 7), ('ready', 7), ('super', 7), ('professional', 7), ('decision', 7), ('joining', 7), ('maintenance', 6), ('treadmills', 6), ('hands', 6), ('vibes', 6), ('locker', 6), ('rooms', 6), ('cardio', 6), ('hours', 6), ('years', 6), ('notch', 6), ('highly', 6), ('maintained', 5), ('membership', 5), ('customer', 5), ('service', 5), ('encouraging', 5), ('space', 5), ('facilities', 5), ('worth', 4), ('layout', 4), ('studio', 4), ('sauna', 4), ('schedule', 4), ('location', 4), ('variety', 4), ('selection', 4), ('months', 4), ('penny', 3), ('premium', 3), ('perfect', 3), ('vibe', 3), ('terrible', 3), ('switched', 3), ('adequate', 3), ('amenities', 3), ('making', 3), ('stars', 2), ('decent', 2), ('updates', 2), ('phenomenal', 2), ('messy', 2), ('offering', 2), ('tips', 2), ('train', 2), ('environment', 2), ('options', 2), ('endless', 2), ('job', 2), ('money', 1), ('outdated', 1), ('middle', 1), ('road', 1), ('crowded', 1), ('serviceable', 1), ('pay', 1), ('room', 1), ('improvement', 1), ('keeping', 1), ('updated', 1), ('fine', 1), ('average', 1), ('special', 1), ('broken', 1), ('smells', 1), ('bad', 1), ('acceptable', 1), ('disappointed', 1), ('dirty', 1), ('doesn', 1), ('care', 1), ('overcrowded', 1), ('won', 1)]",0.01789795918367347,0.6011326530612245,0.38096938775510203,0.7674938775510204,0.08077696030044557,0.10947848611844067,0.1357583096567514,0.353549371234448
ChIJ93ee39a186a0b2b65c79,Urban Garage Gym,"808 E Indian School Rd, Phoenix, AZ 85014, United States",33.4952,-112.0604,5.0,87,85014,"['Monday: 5:00 AM – 9:00 PM', 'Tuesday: 5:00 AM – 9:00 PM', 'Wednesday: 5:00 AM – 9:00 PM', 'Thursday: 5:00 AM – 9:00 PM', 'Friday: 5:00 AM – 8:00 PM', 'Saturday: 6:00 AM – 2:00 PM', 'Sunday: 7:00 AM – 1:00 PM']",89,"[('staff', 35), ('equipment', 18), ('trainers', 15), ('clean', 15), ('incredible', 15), ('classes', 14), ('area', 14), ('helpful', 13), ('workout', 13), ('modern', 13), ('fantastic', 12), ('ve', 12), ('encouraging', 11), ('community', 11), ('weights', 11), ('professional', 10), ('welcoming', 9), ('motivating', 8), ('friendly', 8), ('training', 8), ('pool', 8), ('free', 8), ('super', 8), ('knowledgeable', 7), ('facility', 7), ('treadmills', 7), ('location', 7), ('amenities', 7), ('experience', 7), ('decision', 6), ('joining', 6), ('price', 6), ('atmosphere', 6), ('supportive', 6), ('cardio', 6), ('months', 6), ('music', 6), ('stars', 6), ('hours', 6), ('parking', 5), ('vibe', 5), ('selection', 5), ('membership', 5), ('train', 5), ('locker', 5), ('rooms', 5), ('environment', 5), ('options', 5), ('endless', 5), ('perfect', 5), ('spacious', 5), ('space', 5), ('notch', 5), ('highly', 5), ('offering', 5), ('tips', 5), ('studio', 4), ('maintained', 4), ('excellent', 4), ('ready', 4), ('customer', 4), ('service', 4), ('worth', 4), ('penny', 4), ('premium', 4), ('facilities', 4), ('machines', 4), ('years', 4), ('member', 3), ('counting', 3), ('sauna', 3), ('switched', 3), ('absolutely', 3), ('maintenance', 3), ('schedule', 3), ('decent', 3), ('layout', 2), ('fair', 2), ('hands', 2), ('vibes', 2), ('average', 2), ('cleanest', 2), ('brand', 2), ('couple', 2), ('worst', 1), ('standard', 1), ('adequate', 1), ('reasonable', 1), ('outstanding', 1), ('major', 1), ('unhelpful', 1), ('advertise', 1), ('making', 1), ('job', 1), ('updated', 1), ('phenomenal', 1), ('opened', 1), ('terrible', 1), ('disappointing', 1), ('overcrowded', 1), ('won', 1), ('updates', 1), ('middle', 1), ('road', 1), ('crowded', 1), ('serviceable', 1), ('keeping', 1), ('replacing', 1)]",0.007505747126436782,0.6179310344827585,0.37455172413793103,0.7803160919540231,0.046090879278149866,0.12558808574652108,0.1342459352483855,0.276801923081757
ChIJ7d07fd3dca27fedca390,Maximum Fitness,"2555 E Baseline Rd, Phoenix, AZ 85042, United States",33.3775,-112.0167,4.9,342,85042,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168,"[('staff', 112), ('equipment', 52), ('classes', 51), ('area', 43), ('clean', 42), ('workout', 40), ('ve', 36), ('spacious', 36), ('atmosphere', 35), ('incredible', 34), ('motivating', 33), ('knowledgeable', 32), ('weights', 27), ('trainers', 27), ('encouraging', 27), ('helpful', 26), ('excellent', 26), ('stars', 26), ('facility', 26), ('community', 25), ('professional', 22), ('parking', 22), ('supportive', 22), ('fantastic', 22), ('treadmills', 22), ('amenities', 21), ('modern', 20), ('training', 20), ('layout', 19), ('pool', 18), ('friendly', 18), ('worth', 17), ('studio', 17), ('cardio', 17), ('maintained', 16), ('location', 16), ('vibe', 16), ('cleanest', 15), ('brand', 15), ('experience', 15), ('free', 15), ('welcoming', 15), ('schedule', 15), ('absolutely', 14), ('locker', 14), ('rooms', 14), ('perfect', 13), ('price', 13), ('membership', 13), ('switched', 13), ('maintenance', 13), ('penny', 13), ('premium', 13), ('hands', 13), ('vibes', 13), ('phenomenal', 12), ('space', 12), ('decision', 11), ('joining', 11), ('notch', 11), ('highly', 11), ('customer', 11), ('service', 11), ('sauna', 10), ('member', 10), ('counting', 10), ('music', 10), ('hours', 10), ('variety', 9), ('standard', 9), ('years', 9), ('train', 9), ('environment', 9), ('options', 9), ('endless', 9), ('facilities', 8), ('super', 8), ('machines', 8), ('outdated', 7), ('terrible', 7), ('ready', 6), ('months', 6), ('selection', 6), ('adequate', 5), ('money', 4), ('bad', 4), ('fine', 4), ('outstanding', 4), ('offering', 3), ('tips', 3), ('broken', 3), ('smells', 3), ('greeting', 3), ('members', 3), ('unhelpful', 3), ('major', 2), ('advertise', 2), ('cramped', 2), ('opened', 2), ('overcrowded', 2), ('won', 2), ('special', 2), ('job', 2), ('alright', 2), ('peak', 2), ('budget', 1), ('decent', 1), ('disappointed', 1), ('dirty', 1), ('doesn', 1), ('care', 1), ('average', 1), ('replacing', 1), ('couple', 1), ('making', 1), ('unprofessional', 1), ('fair', 1), ('worst', 1), ('reasonable', 1), ('acceptable', 1), ('disappointing', 1)]",0.017336,0.609384,0.373272,0.7508016,0.06916762062534672,0.11714527993240602,0.14167097329622177,0.35215952117022675
ChIJ43dfeb81731e857b1c91,EOS Fitness - North Phoenix,"20025 N 19th Ave, Phoenix, AZ 85027, United States",33.6811,-112.0972,4.2,876,85027,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168,"[('staff', 119), ('classes', 57), ('equipment', 50), ('clean', 38), ('experience', 38), ('area', 36), ('spacious', 35), ('incredible', 34), ('trainers', 32), ('excellent', 28), ('facility', 28), ('helpful', 27), ('workout', 27), ('atmosphere', 27), ('terrible', 26), ('stars', 25), ('modern', 25), ('weights', 25), ('ve', 24), ('knowledgeable', 22), ('treadmills', 22), ('fantastic', 22), ('pool', 21), ('motivating', 19), ('parking', 19), ('layout', 19), ('sauna', 18), ('friendly', 18), ('machines', 17), ('welcoming', 17), ('professional', 17), ('training', 16), ('worth', 16), ('encouraging', 15), ('cardio', 15), ('maintenance', 15), ('price', 15), ('studio', 15), ('location', 15), ('hours', 14), ('bad', 14), ('customer', 13), ('service', 13), ('phenomenal', 13), ('outdated', 13), ('community', 13), ('locker', 13), ('rooms', 13), ('music', 13), ('decision', 12), ('joining', 12), ('variety', 12), ('facilities', 12), ('overcrowded', 11), ('won', 11), ('broken', 11), ('schedule', 11), ('smells', 11), ('membership', 11), ('major', 11), ('advertise', 11), ('maintained', 10), ('free', 10), ('supportive', 10), ('perfect', 10), ('train', 10), ('environment', 10), ('options', 10), ('endless', 10), ('decent', 10), ('space', 9), ('cleanest', 9), ('brand', 9), ('fair', 9), ('money', 8), ('amenities', 8), ('vibe', 8), ('hands', 8), ('vibes', 8), ('ready', 8), ('penny', 8), ('premium', 8), ('notch', 7), ('highly', 7), ('selection', 7), ('unhelpful', 7), ('standard', 7), ('super', 7), ('cramped', 7), ('switched', 6), ('job', 6), ('adequate', 6), ('updates', 6), ('absolutely', 5), ('years', 5), ('member', 5), ('counting', 5), ('average', 5), ('rude', 5), ('worst', 4), ('unprofessional', 4), ('disappointing', 3), ('special', 3), ('updated', 3), ('messy', 3), ('budget', 3), ('disappointed', 3), ('dirty', 3), ('doesn', 3), ('care', 3), ('reasonable', 2), ('acceptable', 2), ('replacing', 2), ('making', 2), ('months', 2), ('pay', 2), ('room', 2), ('improvement', 2), ('keeping', 2), ('offering', 2), ('tips', 2), ('outstanding', 1), ('fine', 1), ('middle', 1), ('road', 1), ('crowded', 1), ('serviceable', 1), ('couple', 1), ('opened', 1)]",0.053840000000000006,0.63258,0.31358800000000003,0.5782288,0.12543325078146714,0.11665066270036249,0.1668981432397241,0.5404439254137531
